OrderId,EmployeeId,SaleDate,AmountSold,PaymentType,ThingsOrdered,ThingsOrderedNames
2394,10,2024-11-16 10:08:00,27.10,Cash,"[6, 8, 10, 10, 22, 25, 16, 14, 24]","['SweetFire Chicken Breast', 'Broccoli Beef', 'Fried Rice', 'Spring Roll', 'Coke', 'Super Greens', 'Apple Pie Roll', 'Water Bottle']"
2395,1,2024-11-16 16:23:00,31.50,Gift Card,"[3, 19, 19, 6, 4, 12, 11, 10, 15, 24, 24]","['Kung Pao Chicken', 'Honey Walnut Shrimp', 'SweetFire Chicken Breast', 'Fried Rice', 'Chow Mein', 'White Rice', 'Fountain Soda', 'Honey Sesame Chicken', 'Apple Pie Roll']"
2396,5,2024-11-16 10:01:00,36.15,Gift Card,"[4, 1, 19, 20, 9, 20, 10, 17, 15, 16, 13]","['Orange Chicken', 'Honey Walnut Shrimp', 'Sweet and Sour Chicken Breast', 'Fried Rice', 'Egg Roll', 'Fountain Soda', 'Coke', 'Apple Juice', 'Honey Sesame Chicken', 'Mushroom Chicken']"
2397,9,2024-11-16 14:00:00,27.10,Cash,"[2, 12, 12, 10, 25, 25, 16, 17]","['Beijing Beef', 'Fried Rice', 'White Rice', 'Coke', 'Apple Juice', 'Water Bottle']"
2398,3,2024-11-16 09:48:00,53.80,Cash,"[5, 19, 5, 1, 1, 20, 7, 4, 11, 10, 10, 12, 16, 17, 16, 16, 23, 13, 24, 24]","['Orange Chicken', 'Honey Walnut Shrimp', 'Teriyaki Chicken', 'Black Pepper Steak', 'Fried Rice', 'Chow Mein', 'White Rice', 'Egg Roll', 'Coke', 'Apple Juice', 'Honey Sesame Chicken', 'Mushroom Chicken', 'Cream Cheese Rangoons', 'Apple Pie Roll']"
2399,4,2024-11-16 12:48:00,45.30,Cash,"[2, 7, 19, 19, 4, 1, 20, 22, 12, 22, 10, 25, 17, 16, 17]","['Orange Chicken', 'Beijing Beef', 'Honey Walnut Shrimp', 'Black Pepper Steak', 'Fried Rice', 'White Rice', 'Coke', 'Apple Juice', 'Honey Sesame Chicken', 'Mushroom Chicken', 'Super Greens', 'Water Bottle']"
2400,3,2024-11-16 18:31:00,29.35,Gift Card,"[9, 21, 21, 18, 9, 19, 11, 10, 16, 15, 24]","['Sweet and Sour Chicken Breast', 'Fried Rice', 'Chow Mein', 'Fountain Soda', 'Coke', 'Bourbon Chicken', 'Honey Sesame Chicken', 'String Bean Chicken', 'Apple Pie Roll']"
2401,5,2024-11-16 10:56:00,25.80,Cash,"[3, 6, 18, 12, 17, 15, 17, 23, 24, 13, 23]","['Kung Pao Chicken', 'SweetFire Chicken Breast', 'White Rice', 'Egg Roll', 'Fountain Soda', 'Apple Juice', 'Bourbon Chicken', 'Cream Cheese Rangoons', 'Apple Pie Roll']"
2402,2,2024-11-16 14:26:00,32.70,Gift Card,"[3, 21, 18, 5, 5, 10, 25, 17, 25, 24, 14]","['Kung Pao Chicken', 'Teriyaki Chicken', 'Fried Rice', 'Spring Roll', 'Apple Juice', 'Bourbon Chicken', 'String Bean Chicken', 'Apple Pie Roll', 'Water Bottle']"
2403,1,2024-11-16 18:36:00,48.40,Gift Card,"[20, 5, 18, 3, 3, 2, 10, 10, 12, 11, 25, 17, 15, 17, 13, 13, 24, 14]","['Beijing Beef', 'Kung Pao Chicken', 'Teriyaki Chicken', 'Fried Rice', 'Chow Mein', 'White Rice', 'Egg Roll', 'Spring Roll', 'Fountain Soda', 'Apple Juice', 'Bourbon Chicken', 'Mushroom Chicken', 'Apple Pie Roll', 'Water Bottle']"
2404,5,2024-11-16 19:59:00,18.30,Cash,"[2, 19, 4, 11, 13, 24, 24, 13]","['Beijing Beef', 'Honey Walnut Shrimp', 'Chow Mein', 'Egg Roll', 'Honey Sesame Chicken', 'Apple Pie Roll']"
2405,4,2024-11-16 13:44:00,22.10,Credit,"[7, 2, 11, 12, 22, 13, 14]","['Beijing Beef', 'Black Pepper Steak', 'Chow Mein', 'White Rice', 'Egg Roll', 'Spring Roll', 'Super Greens']"
2406,3,2024-11-16 11:17:00,36.35,Cash,"[5, 21, 9, 6, 2, 18, 20, 11, 25, 24]","['Beijing Beef', 'Teriyaki Chicken', 'SweetFire Chicken Breast', 'Sweet and Sour Chicken Breast', 'Chow Mein', 'Bourbon Chicken', 'Mushroom Chicken', 'String Bean Chicken', 'Apple Pie Roll', 'Water Bottle']"
2407,10,2024-11-16 10:06:00,32.65,Credit,"[9, 6, 4, 8, 2, 6, 6, 11, 11, 11, 24]","['Beijing Beef', 'Honey Walnut Shrimp', 'SweetFire Chicken Breast', 'Broccoli Beef', 'Sweet and Sour Chicken Breast', 'Chow Mein', 'Apple Pie Roll']"
2408,4,2024-11-16 09:35:00,30.90,Credit,"[8, 7, 19, 3, 7, 18, 7, 22, 10, 11]","['Kung Pao Chicken', 'Black Pepper Steak', 'Broccoli Beef', 'Fried Rice', 'Chow Mein', 'Bourbon Chicken', 'Honey Sesame Chicken', 'Super Greens']"
2409,3,2024-11-16 12:34:00,35.30,Cash,"[18, 18, 18, 1, 1, 4, 2, 12, 10, 25, 25, 17]","['Orange Chicken', 'Beijing Beef', 'Honey Walnut Shrimp', 'Fried Rice', 'White Rice', 'Apple Juice', 'Bourbon Chicken', 'Water Bottle']"
2410,3,2024-11-16 16:19:00,38.00,Gift Card,"[20, 8, 9, 6, 3, 15, 25, 14, 24, 24, 14]","['Kung Pao Chicken', 'SweetFire Chicken Breast', 'Broccoli Beef', 'Sweet and Sour Chicken Breast', 'Spring Roll', 'Fountain Soda', 'Mushroom Chicken', 'Apple Pie Roll', 'Water Bottle']"
2411,3,2024-11-16 17:14:00,49.35,Cash,"[3, 4, 6, 1, 5, 19, 19, 9, 17, 14, 13, 23]","['Orange Chicken', 'Kung Pao Chicken', 'Honey Walnut Shrimp', 'Teriyaki Chicken', 'SweetFire Chicken Breast', 'Sweet and Sour Chicken Breast', 'Egg Roll', 'Spring Roll', 'Apple Juice', 'Honey Sesame Chicken', 'Cream Cheese Rangoons']"
2412,10,2024-11-16 11:34:00,23.45,Cash,"[7, 19, 3, 11, 11, 16, 13, 13, 23]","['Kung Pao Chicken', 'Black Pepper Steak', 'Chow Mein', 'Egg Roll', 'Coke', 'Honey Sesame Chicken', 'Cream Cheese Rangoons']"
2413,6,2024-11-16 17:49:00,24.60,Cash,"[4, 19, 19, 20, 6, 22, 11, 23, 23]","['Honey Walnut Shrimp', 'SweetFire Chicken Breast', 'Chow Mein', 'Honey Sesame Chicken', 'Mushroom Chicken', 'Super Greens', 'Cream Cheese Rangoons']"
2414,2,2024-11-16 13:21:00,31.20,Credit,"[8, 9, 21, 7, 7, 12, 15, 23, 24, 23, 23]","['Black Pepper Steak', 'Broccoli Beef', 'Sweet and Sour Chicken Breast', 'White Rice', 'Fountain Soda', 'String Bean Chicken', 'Cream Cheese Rangoons', 'Apple Pie Roll']"
2415,1,2024-11-16 15:16:00,12.55,Credit,"[4, 22, 16, 23]","['Honey Walnut Shrimp', 'Coke', 'Super Greens', 'Cream Cheese Rangoons']"
2416,5,2024-11-16 15:09:00,33.85,Cash,"[5, 6, 11, 10, 10, 17, 17, 25, 16, 13, 24, 14]","['Teriyaki Chicken', 'SweetFire Chicken Breast', 'Fried Rice', 'Chow Mein', 'Egg Roll', 'Spring Roll', 'Coke', 'Apple Juice', 'Apple Pie Roll', 'Water Bottle']"
2417,4,2024-11-16 20:26:00,34.50,Cash,"[9, 7, 9, 1, 9, 8, 11, 22, 11, 17, 25, 15]","['Orange Chicken', 'Black Pepper Steak', 'Broccoli Beef', 'Sweet and Sour Chicken Breast', 'Chow Mein', 'Fountain Soda', 'Apple Juice', 'Super Greens', 'Water Bottle']"
2418,5,2024-11-16 18:38:00,19.10,Gift Card,"[4, 6, 1, 13, 23]","['Orange Chicken', 'Honey Walnut Shrimp', 'SweetFire Chicken Breast', 'Egg Roll', 'Cream Cheese Rangoons']"
2419,4,2024-11-16 12:15:00,36.00,Credit,"[2, 12, 11, 22, 11, 17, 16, 17, 13, 13, 13, 14]","['Beijing Beef', 'Chow Mein', 'White Rice', 'Egg Roll', 'Spring Roll', 'Coke', 'Apple Juice', 'Super Greens']"
2420,8,2024-11-16 10:31:00,39.65,Credit,"[1, 21, 1, 5, 2, 20, 11, 16, 25, 17, 13, 14, 24]","['Orange Chicken', 'Beijing Beef', 'Teriyaki Chicken', 'Chow Mein', 'Egg Roll', 'Spring Roll', 'Coke', 'Apple Juice', 'Mushroom Chicken', 'String Bean Chicken', 'Apple Pie Roll', 'Water Bottle']"
2421,6,2024-11-16 16:19:00,18.20,Gift Card,"[9, 18, 1, 10, 22, 15]","['Orange Chicken', 'Sweet and Sour Chicken Breast', 'Fried Rice', 'Fountain Soda', 'Bourbon Chicken', 'Super Greens']"
2422,10,2024-11-16 08:39:00,32.55,Gift Card,"[1, 4, 9, 6, 15, 25, 15, 17, 24]","['Orange Chicken', 'Honey Walnut Shrimp', 'SweetFire Chicken Breast', 'Sweet and Sour Chicken Breast', 'Fountain Soda', 'Apple Juice', 'Apple Pie Roll', 'Water Bottle']"
2423,2,2024-11-16 10:43:00,25.20,Gift Card,"[8, 21, 5, 21, 1, 22, 13, 13]","['Orange Chicken', 'Teriyaki Chicken', 'Broccoli Beef', 'Egg Roll', 'String Bean Chicken', 'Super Greens']"
2424,7,2024-11-16 14:27:00,40.65,Credit,"[5, 7, 3, 7, 18, 3, 11, 22, 12, 11, 25, 17, 15, 13]","['Kung Pao Chicken', 'Teriyaki Chicken', 'Black Pepper Steak', 'Chow Mein', 'White Rice', 'Egg Roll', 'Fountain Soda', 'Apple Juice', 'Bourbon Chicken', 'Super Greens', 'Water Bottle']"
2425,4,2024-11-16 12:22:00,37.90,Cash,"[19, 20, 18, 8, 12, 10, 12, 22, 25, 24, 23, 14, 13]","['Broccoli Beef', 'Fried Rice', 'White Rice', 'Egg Roll', 'Spring Roll', 'Bourbon Chicken', 'Honey Sesame Chicken', 'Mushroom Chicken', 'Super Greens', 'Cream Cheese Rangoons', 'Apple Pie Roll', 'Water Bottle']"
2426,7,2024-11-16 16:45:00,29.10,Gift Card,"[21, 22, 11, 11, 25, 17, 13, 23, 24, 24]","['Chow Mein', 'Egg Roll', 'Apple Juice', 'String Bean Chicken', 'Super Greens', 'Cream Cheese Rangoons', 'Apple Pie Roll', 'Water Bottle']"
2427,9,2024-11-16 18:00:00,41.35,Credit,"[4, 18, 18, 2, 7, 18, 4, 22, 17, 25, 25, 13]","['Beijing Beef', 'Honey Walnut Shrimp', 'Black Pepper Steak', 'Egg Roll', 'Apple Juice', 'Bourbon Chicken', 'Super Greens', 'Water Bottle']"
2428,6,2024-11-16 16:16:00,32.50,Cash,"[5, 4, 1, 3, 20, 22, 12, 22, 14, 14, 23, 23]","['Orange Chicken', 'Kung Pao Chicken', 'Honey Walnut Shrimp', 'Teriyaki Chicken', 'White Rice', 'Spring Roll', 'Mushroom Chicken', 'Super Greens', 'Cream Cheese Rangoons']"
2429,4,2024-11-16 08:27:00,21.50,Cash,"[21, 21, 6, 19, 10, 15, 25]","['SweetFire Chicken Breast', 'Fried Rice', 'Fountain Soda', 'Honey Sesame Chicken', 'String Bean Chicken', 'Water Bottle']"
2430,4,2024-11-16 19:02:00,27.85,Credit,"[7, 6, 7, 22, 12, 12, 16, 13, 24, 14]","['SweetFire Chicken Breast', 'Black Pepper Steak', 'White Rice', 'Egg Roll', 'Spring Roll', 'Coke', 'Super Greens', 'Apple Pie Roll']"
2431,8,2024-11-16 11:39:00,32.65,Cash,"[21, 20, 5, 4, 10, 11, 22, 11, 25, 24]","['Honey Walnut Shrimp', 'Teriyaki Chicken', 'Fried Rice', 'Chow Mein', 'Mushroom Chicken', 'String Bean Chicken', 'Super Greens', 'Apple Pie Roll', 'Water Bottle']"
2432,3,2024-11-16 18:11:00,31.85,Credit,"[3, 21, 7, 12, 12, 12, 16, 15, 25, 17, 23]","['Kung Pao Chicken', 'Black Pepper Steak', 'White Rice', 'Fountain Soda', 'Coke', 'Apple Juice', 'String Bean Chicken', 'Cream Cheese Rangoons', 'Water Bottle']"
2433,7,2024-11-17 19:44:00,48.60,Credit,"[3, 1, 18, 1, 5, 1, 6, 19, 24, 13, 23, 23]","['Orange Chicken', 'Kung Pao Chicken', 'Teriyaki Chicken', 'SweetFire Chicken Breast', 'Egg Roll', 'Bourbon Chicken', 'Honey Sesame Chicken', 'Cream Cheese Rangoons', 'Apple Pie Roll']"
2434,10,2024-11-17 12:17:00,31.20,Credit,"[6, 4, 11, 10, 15, 16, 16, 16, 14, 14, 13, 14]","['Honey Walnut Shrimp', 'SweetFire Chicken Breast', 'Fried Rice', 'Chow Mein', 'Egg Roll', 'Spring Roll', 'Fountain Soda', 'Coke']"
2435,3,2024-11-17 20:58:00,29.90,Gift Card,"[8, 8, 6, 6, 3, 12, 12, 10, 12]","['Kung Pao Chicken', 'SweetFire Chicken Breast', 'Broccoli Beef', 'Fried Rice', 'White Rice']"
2436,7,2024-11-17 20:31:00,28.50,Gift Card,"[20, 8, 20, 7, 3, 17]","['Kung Pao Chicken', 'Black Pepper Steak', 'Broccoli Beef', 'Apple Juice', 'Mushroom Chicken']"
2437,2,2024-11-17 16:40:00,44.85,Credit,"[21, 7, 6, 2, 9, 20, 8, 12, 16, 17, 25, 24, 24, 23]","['Beijing Beef', 'SweetFire Chicken Breast', 'Black Pepper Steak', 'Broccoli Beef', 'Sweet and Sour Chicken Breast', 'White Rice', 'Coke', 'Apple Juice', 'Mushroom Chicken', 'String Bean Chicken', 'Cream Cheese Rangoons', 'Apple Pie Roll', 'Water Bottle']"
2438,1,2024-11-17 17:48:00,35.35,Cash,"[9, 5, 4, 18, 4, 6, 12, 22, 16, 17, 16, 23, 14, 14]","['Honey Walnut Shrimp', 'Teriyaki Chicken', 'SweetFire Chicken Breast', 'Sweet and Sour Chicken Breast', 'White Rice', 'Spring Roll', 'Coke', 'Apple Juice', 'Bourbon Chicken', 'Super Greens', 'Cream Cheese Rangoons']"
2439,1,2024-11-17 12:35:00,20.80,Credit,"[4, 4, 11, 16, 15, 15, 13, 23]","['Honey Walnut Shrimp', 'Chow Mein', 'Egg Roll', 'Fountain Soda', 'Coke', 'Cream Cheese Rangoons']"
2440,9,2024-11-17 20:10:00,51.60,Credit,"[5, 18, 8, 8, 9, 4, 20, 6, 17, 16, 25, 25]","['Honey Walnut Shrimp', 'Teriyaki Chicken', 'SweetFire Chicken Breast', 'Broccoli Beef', 'Sweet and Sour Chicken Breast', 'Coke', 'Apple Juice', 'Bourbon Chicken', 'Mushroom Chicken', 'Water Bottle']"
2441,1,2024-11-17 16:20:00,42.65,Credit,"[9, 8, 18, 3, 6, 20, 19, 1, 12, 12, 12, 17, 16, 23, 13, 14]","['Orange Chicken', 'Kung Pao Chicken', 'SweetFire Chicken Breast', 'Broccoli Beef', 'Sweet and Sour Chicken Breast', 'White Rice', 'Egg Roll', 'Spring Roll', 'Coke', 'Apple Juice', 'Bourbon Chicken', 'Honey Sesame Chicken', 'Mushroom Chicken', 'Cream Cheese Rangoons']"
2442,10,2024-11-17 10:50:00,44.30,Gift Card,"[1, 19, 3, 8, 7, 9, 9, 9, 11, 23, 13, 23, 13]","['Orange Chicken', 'Kung Pao Chicken', 'Black Pepper Steak', 'Broccoli Beef', 'Sweet and Sour Chicken Breast', 'Chow Mein', 'Egg Roll', 'Honey Sesame Chicken', 'Cream Cheese Rangoons']"
2443,8,2024-11-17 17:19:00,28.10,Cash,"[3, 20, 4, 5, 3, 10, 11, 14, 14, 13, 14]","['Kung Pao Chicken', 'Honey Walnut Shrimp', 'Teriyaki Chicken', 'Fried Rice', 'Chow Mein', 'Egg Roll', 'Spring Roll', 'Mushroom Chicken']"
2444,1,2024-11-17 18:41:00,23.45,Credit,"[18, 20, 12, 22, 15, 16, 25, 13]","['White Rice', 'Egg Roll', 'Fountain Soda', 'Coke', 'Bourbon Chicken', 'Mushroom Chicken', 'Super Greens', 'Water Bottle']"
2445,7,2024-11-17 15:45:00,34.80,Cash,"[6, 7, 4, 6, 8, 21, 6, 12, 12, 23, 23, 23, 24]","['Honey Walnut Shrimp', 'SweetFire Chicken Breast', 'Black Pepper Steak', 'Broccoli Beef', 'White Rice', 'String Bean Chicken', 'Cream Cheese Rangoons', 'Apple Pie Roll']"
2446,2,2024-11-17 18:55:00,15.95,Cash,"[4, 2, 10, 11, 14]","['Beijing Beef', 'Honey Walnut Shrimp', 'Fried Rice', 'Chow Mein', 'Spring Roll']"
2447,1,2024-11-17 18:09:00,15.05,Gift Card,"[6, 1, 11, 13, 14, 13]","['Orange Chicken', 'SweetFire Chicken Breast', 'Chow Mein', 'Egg Roll', 'Spring Roll']"
2448,4,2024-11-17 16:13:00,32.05,Gift Card,"[3, 3, 2, 20, 20, 18, 20, 10, 10, 15, 14]","['Beijing Beef', 'Kung Pao Chicken', 'Fried Rice', 'Spring Roll', 'Fountain Soda', 'Bourbon Chicken', 'Mushroom Chicken']"
2449,3,2024-11-17 09:33:00,44.80,Credit,"[20, 5, 6, 6, 4, 2, 6, 22, 22, 12, 22, 25, 13, 13, 24, 14]","['Beijing Beef', 'Honey Walnut Shrimp', 'Teriyaki Chicken', 'SweetFire Chicken Breast', 'White Rice', 'Egg Roll', 'Spring Roll', 'Mushroom Chicken', 'Super Greens', 'Apple Pie Roll', 'Water Bottle']"
2450,10,2024-11-17 16:57:00,23.85,Cash,"[21, 7, 11, 12, 11, 24, 24, 14]","['Black Pepper Steak', 'Chow Mein', 'White Rice', 'Spring Roll', 'String Bean Chicken', 'Apple Pie Roll']"
2451,7,2024-11-17 17:07:00,25.60,Credit,"[8, 6, 4, 25, 16, 15, 15]","['Honey Walnut Shrimp', 'SweetFire Chicken Breast', 'Broccoli Beef', 'Fountain Soda', 'Coke', 'Water Bottle']"
2452,6,2024-11-17 10:50:00,32.70,Cash,"[9, 2, 19, 21, 20, 11, 16, 15, 17, 14, 13]","['Beijing Beef', 'Sweet and Sour Chicken Breast', 'Chow Mein', 'Egg Roll', 'Spring Roll', 'Fountain Soda', 'Coke', 'Apple Juice', 'Honey Sesame Chicken', 'Mushroom Chicken', 'String Bean Chicken']"
2453,3,2024-11-17 16:20:00,38.95,Gift Card,"[2, 5, 20, 3, 19, 19, 15, 23, 14, 23]","['Beijing Beef', 'Kung Pao Chicken', 'Teriyaki Chicken', 'Spring Roll', 'Fountain Soda', 'Honey Sesame Chicken', 'Mushroom Chicken', 'Cream Cheese Rangoons']"
2454,2,2024-11-17 20:48:00,25.50,Credit,"[8, 1, 11, 22, 12, 11, 25]","['Orange Chicken', 'Broccoli Beef', 'Chow Mein', 'White Rice', 'Super Greens', 'Water Bottle']"
2455,9,2024-11-17 16:43:00,24.60,Gift Card,"[5, 10, 22, 12, 25, 25, 17]","['Teriyaki Chicken', 'Fried Rice', 'White Rice', 'Apple Juice', 'Super Greens', 'Water Bottle']"
2456,3,2024-11-17 20:40:00,35.00,Gift Card,"[9, 22, 10, 12, 11, 16, 16, 15, 25, 14, 23]","['Sweet and Sour Chicken Breast', 'Fried Rice', 'Chow Mein', 'White Rice', 'Spring Roll', 'Fountain Soda', 'Coke', 'Super Greens', 'Cream Cheese Rangoons', 'Water Bottle']"
2457,1,2024-11-17 11:30:00,30.35,Cash,"[6, 2, 20, 12, 22, 12, 17, 25, 14, 13, 13]","['Beijing Beef', 'SweetFire Chicken Breast', 'White Rice', 'Egg Roll', 'Spring Roll', 'Apple Juice', 'Mushroom Chicken', 'Super Greens', 'Water Bottle']"
2458,3,2024-11-17 15:27:00,27.00,Cash,"[18, 18, 5, 12, 12, 11, 10, 17]","['Teriyaki Chicken', 'Fried Rice', 'Chow Mein', 'White Rice', 'Apple Juice', 'Bourbon Chicken']"
2459,6,2024-11-17 12:39:00,20.05,Gift Card,"[6, 11, 17, 16, 16, 17, 23]","['SweetFire Chicken Breast', 'Chow Mein', 'Coke', 'Apple Juice', 'Cream Cheese Rangoons']"
2460,2,2024-11-17 09:53:00,34.75,Credit,"[3, 4, 3, 9, 1, 2, 20, 2, 12, 11, 23]","['Orange Chicken', 'Beijing Beef', 'Kung Pao Chicken', 'Honey Walnut Shrimp', 'Sweet and Sour Chicken Breast', 'Chow Mein', 'White Rice', 'Mushroom Chicken', 'Cream Cheese Rangoons']"
2461,1,2024-11-17 11:19:00,43.90,Credit,"[8, 1, 6, 3, 5, 19, 18, 17, 15, 25]","['Orange Chicken', 'Kung Pao Chicken', 'Teriyaki Chicken', 'SweetFire Chicken Breast', 'Broccoli Beef', 'Fountain Soda', 'Apple Juice', 'Bourbon Chicken', 'Honey Sesame Chicken', 'Water Bottle']"
2462,1,2024-11-17 12:13:00,19.20,Credit,"[3, 3, 22, 10, 16, 25]","['Kung Pao Chicken', 'Fried Rice', 'Coke', 'Super Greens', 'Water Bottle']"
2463,7,2024-11-17 13:34:00,20.45,Cash,"[21, 12, 12, 16, 24, 23, 13]","['White Rice', 'Egg Roll', 'Coke', 'String Bean Chicken', 'Cream Cheese Rangoons', 'Apple Pie Roll']"
2464,10,2024-11-17 09:39:00,24.30,Credit,"[1, 6, 12, 15, 16, 25, 24, 24, 14, 23]","['Orange Chicken', 'SweetFire Chicken Breast', 'White Rice', 'Spring Roll', 'Fountain Soda', 'Coke', 'Cream Cheese Rangoons', 'Apple Pie Roll', 'Water Bottle']"
2465,6,2024-11-17 17:23:00,40.00,Gift Card,"[18, 19, 7, 7, 19, 10, 12, 22, 25, 25, 16, 24, 23, 13, 13]","['Black Pepper Steak', 'Fried Rice', 'White Rice', 'Egg Roll', 'Coke', 'Bourbon Chicken', 'Honey Sesame Chicken', 'Super Greens', 'Cream Cheese Rangoons', 'Apple Pie Roll', 'Water Bottle']"
2466,5,2024-11-17 12:01:00,16.55,Credit,"[7, 5, 22, 25, 17, 23]","['Teriyaki Chicken', 'Black Pepper Steak', 'Apple Juice', 'Super Greens', 'Cream Cheese Rangoons', 'Water Bottle']"
2467,9,2024-11-17 14:07:00,36.35,Gift Card,"[2, 6, 2, 18, 21, 22, 12, 16, 17, 15, 25, 13, 23, 24]","['Beijing Beef', 'SweetFire Chicken Breast', 'White Rice', 'Egg Roll', 'Fountain Soda', 'Coke', 'Apple Juice', 'Bourbon Chicken', 'String Bean Chicken', 'Super Greens', 'Cream Cheese Rangoons', 'Apple Pie Roll', 'Water Bottle']"
2468,5,2024-11-17 11:19:00,21.70,Credit,"[3, 5, 12, 22, 15, 16, 25]","['Kung Pao Chicken', 'Teriyaki Chicken', 'White Rice', 'Fountain Soda', 'Coke', 'Super Greens', 'Water Bottle']"
2469,9,2024-11-17 12:10:00,32.25,Credit,"[20, 9, 5, 3, 18, 4, 10, 22, 10, 14, 14, 13]","['Kung Pao Chicken', 'Honey Walnut Shrimp', 'Teriyaki Chicken', 'Sweet and Sour Chicken Breast', 'Fried Rice', 'Egg Roll', 'Spring Roll', 'Bourbon Chicken', 'Mushroom Chicken', 'Super Greens']"
2470,2,2024-11-17 15:25:00,30.30,Gift Card,"[18, 3, 19, 9, 1, 18, 9, 12, 10, 17]","['Orange Chicken', 'Kung Pao Chicken', 'Sweet and Sour Chicken Breast', 'Fried Rice', 'White Rice', 'Apple Juice', 'Bourbon Chicken', 'Honey Sesame Chicken']"
2471,6,2024-11-17 18:40:00,17.20,Cash,"[4, 15, 17, 14, 13, 14, 23]","['Honey Walnut Shrimp', 'Egg Roll', 'Spring Roll', 'Fountain Soda', 'Apple Juice', 'Cream Cheese Rangoons']"
2472,6,2024-11-17 12:41:00,31.75,Gift Card,"[4, 5, 20, 6, 11, 22, 12, 25, 13, 23, 23]","['Honey Walnut Shrimp', 'Teriyaki Chicken', 'SweetFire Chicken Breast', 'Chow Mein', 'White Rice', 'Egg Roll', 'Mushroom Chicken', 'Super Greens', 'Cream Cheese Rangoons', 'Water Bottle']"
2473,3,2024-11-17 12:39:00,25.00,Cash,"[8, 21, 2, 18, 11, 16, 16, 24, 14]","['Beijing Beef', 'Broccoli Beef', 'Chow Mein', 'Spring Roll', 'Coke', 'Bourbon Chicken', 'String Bean Chicken', 'Apple Pie Roll']"
2474,7,2024-11-17 20:36:00,14.80,Cash,"[3, 19, 10, 15, 25]","['Kung Pao Chicken', 'Fried Rice', 'Fountain Soda', 'Honey Sesame Chicken', 'Water Bottle']"
2475,4,2024-11-17 10:51:00,44.10,Credit,"[2, 9, 3, 5, 21, 2, 19, 11, 25, 16, 13, 23, 14, 14]","['Beijing Beef', 'Kung Pao Chicken', 'Teriyaki Chicken', 'Sweet and Sour Chicken Breast', 'Chow Mein', 'Egg Roll', 'Spring Roll', 'Coke', 'Honey Sesame Chicken', 'String Bean Chicken', 'Cream Cheese Rangoons', 'Water Bottle']"
2476,8,2024-11-17 16:24:00,16.55,Credit,"[3, 3, 10, 25, 16, 23]","['Kung Pao Chicken', 'Fried Rice', 'Coke', 'Cream Cheese Rangoons', 'Water Bottle']"
2477,10,2024-11-17 10:34:00,41.15,Gift Card,"[4, 9, 1, 1, 12, 10, 11, 12, 17, 17, 25, 24, 23, 14]","['Orange Chicken', 'Honey Walnut Shrimp', 'Sweet and Sour Chicken Breast', 'Fried Rice', 'Chow Mein', 'White Rice', 'Spring Roll', 'Apple Juice', 'Cream Cheese Rangoons', 'Apple Pie Roll', 'Water Bottle']"
2478,3,2024-11-17 10:43:00,42.65,Credit,"[6, 19, 19, 1, 8, 18, 21, 22, 10, 22, 15, 25, 25, 15, 23]","['Orange Chicken', 'SweetFire Chicken Breast', 'Broccoli Beef', 'Fried Rice', 'Fountain Soda', 'Bourbon Chicken', 'Honey Sesame Chicken', 'String Bean Chicken', 'Super Greens', 'Cream Cheese Rangoons', 'Water Bottle']"
2479,1,2024-11-17 17:26:00,35.75,Cash,"[8, 9, 19, 18, 12, 11, 11, 15, 17, 25, 17, 13]","['Broccoli Beef', 'Sweet and Sour Chicken Breast', 'Chow Mein', 'White Rice', 'Egg Roll', 'Fountain Soda', 'Apple Juice', 'Bourbon Chicken', 'Honey Sesame Chicken', 'Water Bottle']"
2480,6,2024-11-17 15:53:00,46.40,Cash,"[3, 20, 21, 20, 5, 7, 1, 25, 16, 17, 16]","['Orange Chicken', 'Kung Pao Chicken', 'Teriyaki Chicken', 'Black Pepper Steak', 'Coke', 'Apple Juice', 'Mushroom Chicken', 'String Bean Chicken', 'Water Bottle']"
2481,6,2024-11-17 10:49:00,19.60,Cash,"[1, 10, 10, 10, 15]","['Orange Chicken', 'Fried Rice', 'Fountain Soda']"
2482,1,2024-11-17 13:20:00,40.15,Gift Card,"[9, 4, 9, 19, 6, 19, 8, 10, 11, 22, 25, 16, 17, 23]","['Honey Walnut Shrimp', 'SweetFire Chicken Breast', 'Broccoli Beef', 'Sweet and Sour Chicken Breast', 'Fried Rice', 'Chow Mein', 'Coke', 'Apple Juice', 'Honey Sesame Chicken', 'Super Greens', 'Cream Cheese Rangoons', 'Water Bottle']"
2483,5,2024-11-17 18:55:00,25.95,Cash,"[4, 1, 18, 22, 22, 25, 25, 24, 24, 23]","['Orange Chicken', 'Honey Walnut Shrimp', 'Bourbon Chicken', 'Super Greens', 'Cream Cheese Rangoons', 'Apple Pie Roll', 'Water Bottle']"
2484,2,2024-11-17 17:20:00,21.50,Gift Card,"[18, 6, 21, 9, 10, 25, 16]","['SweetFire Chicken Breast', 'Sweet and Sour Chicken Breast', 'Fried Rice', 'Coke', 'Bourbon Chicken', 'String Bean Chicken', 'Water Bottle']"
