OrderId,ThingsOrdered
2116,"[6, 6, 9, 6, 7, 3, 18, 6, 11, 11, 17, 17, 13, 24]"
2117,"[5, 4, 18, 2, 9, 11, 22, 22, 16, 23, 13, 24, 23]"
2118,"[7, 12, 13, 24, 23, 13]"
2119,"[20, 5, 9, 9, 3, 12, 22, 14, 23]"
2120,"[1, 21, 11, 10, 10, 24]"
2121,"[21, 9, 4, 21, 19, 20, 3, 1, 12, 25, 25, 17, 15, 24, 24]"
2122,"[20, 5, 10, 22, 10, 15, 16, 17, 16, 14, 13]"
2123,"[21, 3, 9, 1, 11, 13]"
2124,"[4, 19, 7, 19, 12, 12, 10, 17, 14, 13, 14]"
2125,"[20, 8, 6, 7, 3, 12, 22, 17, 16, 16, 23, 13, 13, 14]"
2126,"[19, 1, 20, 7, 3, 5, 11, 22, 10, 15, 25, 25, 25, 14, 13]"
2127,"[1, 4, 1, 1, 22, 16, 16, 16]"
2128,"[9, 6, 2, 19, 4, 22, 10, 22, 16, 16, 25, 15, 23, 13]"
2129,"[4, 18, 19, 11, 11, 16]"
2130,"[2, 17, 25, 15, 14]"
2131,"[4, 4, 9, 21, 3, 22, 12, 12, 12, 13, 24]"
2132,"[19, 5, 3, 10, 11, 11, 11, 16, 24, 13, 13, 13]"
2133,"[7, 9, 9, 18, 18, 23, 24, 24, 23]"
2134,"[3, 4, 11, 25, 15, 15, 24, 14]"
2135,"[20, 19, 5, 2, 19, 3, 2, 14, 24, 23, 23]"
2136,"[21, 6, 4, 1, 1, 20, 21, 18, 12, 16, 17, 25, 23, 13, 23]"
2137,"[9, 20, 3, 9, 18, 7, 4, 5, 12, 22, 10, 24]"
2138,"[19, 20, 22, 11, 10, 22, 14, 14]"
2139,"[18, 4, 18, 2, 21, 8, 9, 11, 12]"
2140,"[6, 3, 19, 18, 2, 2, 22, 14, 13]"
2141,"[3, 6, 1, 18, 22, 15, 17, 16, 24, 24, 14]"
2142,"[5, 7, 19, 12, 24, 14]"
2143,"[6, 2, 19, 22, 17, 17, 17, 17, 13, 24, 13]"
2144,"[20, 2, 19, 5, 1, 6, 17, 14, 13, 24, 14]"
2145,"[4, 8, 21, 3, 3, 21, 12, 10, 12, 25]"
2146,"[19, 22, 10, 17, 16, 14, 14]"
2147,"[18, 1, 3, 5, 8, 8, 10, 10, 12, 17, 17, 23, 14, 13]"
2148,"[20, 22, 10, 25, 15, 14, 13]"
2149,"[7, 9, 3, 21, 21, 11, 22, 10, 15, 16, 15, 13]"
2150,"[7, 18, 9, 7, 7, 7, 1, 21, 11, 10, 10, 25, 25, 15, 17, 23, 14]"
2151,"[5, 8, 6, 2, 3, 2, 1, 2, 11, 25, 15, 25]"
2152,"[7, 22, 12, 11, 22, 25, 16, 17, 25, 13, 14, 14, 13]"
2153,"[3, 2, 19, 6, 1, 1, 11, 12, 12, 12, 16, 25, 24, 24, 14]"
2154,"[9, 21, 9, 1, 5, 19, 11, 17, 16, 13]"
2155,"[19, 21, 18, 21, 4, 19, 7, 12, 11, 25, 16, 17, 13]"
2156,"[8, 8, 7, 10, 25, 15, 15, 16, 14, 13, 14, 24]"
2157,"[18, 11, 22, 25, 15, 14]"
2158,"[3, 4, 1, 11, 11, 11, 10, 16, 15, 17, 16, 13, 14]"
2159,"[1, 20, 2, 21, 7, 6, 4, 8, 11, 22, 10, 12, 25, 25, 17, 15]"
2160,"[6, 7, 5, 11, 10, 22, 22, 17, 17, 16, 14]"
2161,"[20, 3, 5, 7, 3, 21, 7, 12, 12, 24, 24, 23]"
2162,"[18, 19, 2, 8, 3, 21, 9, 18, 11, 15, 15, 13, 23]"
2163,"[19, 19, 8, 21, 19, 4, 4, 1, 10, 10, 10, 15, 16, 14, 14, 14]"
2164,"[3, 7, 2, 2, 22, 22, 24, 23]"
2165,"[4, 7, 21, 5, 20, 9, 19, 12, 16, 23, 23]"
2166,"[9, 6, 21, 22, 11, 15, 15, 15, 25, 13, 24, 24]"
2167,"[9, 10, 22, 11, 16, 15, 14, 24]"
2168,"[21, 18, 8, 3, 6, 18, 19, 4, 12, 10, 15, 17, 23, 24, 13]"
2169,"[6, 9, 9, 4, 20, 3, 6, 18, 12, 11, 12, 11, 15, 16, 23]"
2170,"[18, 7, 21, 6, 6, 10, 12, 12, 17, 16, 24]"
2171,"[6, 19, 21, 18, 11, 11, 11, 23, 13, 23, 23]"
2172,"[4, 8, 5, 22, 25, 25, 13, 24, 24]"
2173,"[18, 24, 23, 23]"
2174,"[9, 5, 4, 1, 7, 3, 6, 20, 11, 22, 12, 11, 25, 15, 25, 13]"
2175,"[6, 1, 4, 11, 12, 17, 25, 16, 13, 13, 23]"
2176,"[18, 2, 12, 12, 14, 24, 24]"
2177,"[20, 9, 12, 10, 10, 25, 25, 17, 14, 24]"
2178,"[18, 10, 12, 10, 16, 17, 13, 24, 23, 13]"
2179,"[19, 3, 3, 5, 18, 12, 11, 17, 17, 17]"
2180,"[21, 18, 19, 2, 12, 11, 11, 16, 15, 15, 23, 13, 13]"
2181,"[3, 20, 20, 17, 25, 17, 15, 23, 13]"
2182,"[7, 1, 19, 18, 1, 10, 11, 11, 11, 25, 24, 24, 24]"
2183,"[1, 6, 9, 17, 13, 24, 13, 13]"
2184,"[7, 5, 6, 8, 11, 11, 17, 16, 17, 24]"
2185,"[8, 1, 20, 3, 18, 19, 8, 2, 22, 12, 22]"
2186,"[6, 2, 5, 3, 20, 20, 2, 10, 11, 10, 15, 16, 16, 24]"
2187,"[4, 1, 4, 20, 22, 11, 15, 16, 15]"
2188,"[4, 20, 21, 2, 9, 7, 18, 4, 12, 17, 16, 17, 25, 23]"
2189,"[19, 6, 5, 1, 16, 17, 15, 16]"
2190,"[5, 20, 3, 10, 17, 15, 24]"
2191,"[4, 2, 8, 6, 1, 18, 19, 10, 10, 10, 22, 17, 25, 17, 14, 24]"
2192,"[8, 20, 11, 11, 22, 25, 25, 25, 15, 13]"
2193,"[7, 1, 3, 1, 20, 12, 10, 14]"
2194,"[21, 18, 1, 12, 16, 23, 13]"
2195,"[21, 11, 22, 16, 16, 16, 17, 13]"
2196,"[6, 4, 18, 11, 17, 17, 24, 23, 23, 14]"
2197,"[6, 12, 11, 17]"
2198,"[6, 20, 18, 12]"
2199,"[7, 19, 2, 2, 11, 22, 11, 25, 15, 15]"
2200,"[2, 7, 12, 10, 25, 17]"
2201,"[20, 1, 5, 2, 6, 20, 11, 10, 12, 16, 17, 25, 23, 24]"
2202,"[6, 19, 9, 1, 22, 11, 12, 17, 25, 16, 15]"
2203,"[19, 1, 2, 18, 22, 25, 16, 25, 24]"
2204,"[6, 7, 10, 11, 25, 15, 13]"
2205,"[5, 8, 6, 8, 22, 12, 10, 10, 13]"
2206,"[1, 18, 8, 2, 3, 1, 18, 11, 11, 22, 16, 13, 23, 24, 13]"
2207,"[21, 7, 6, 6, 6, 21, 22, 11, 11, 17, 15, 23, 23, 23]"
2208,"[6, 21, 10, 10, 12, 10, 25, 16, 15, 16, 13, 14]"
2209,"[20, 3, 21, 9, 7, 11, 11, 22, 10]"
2210,"[6, 10, 11, 17, 25, 24, 14, 24, 13]"
2211,"[2, 5, 19, 5, 21, 2, 8, 7, 12, 11, 11, 10, 17, 17]"
2212,"[7, 3, 4, 10, 10, 10, 11, 15, 15, 16, 15]"
2213,"[6, 2, 19, 7, 3, 7, 20, 6, 10, 22, 22, 10, 25, 15, 14]"
2214,"[19, 6, 15, 17, 13, 13, 24]"
2215,"[21, 5, 3, 8, 11, 22, 12, 11, 16, 16]"
2216,"[5, 3, 9, 21, 20, 12, 10, 16, 14]"
2217,"[9, 3, 5, 20, 1, 3, 11, 11, 10, 10, 17, 17, 16, 23, 24, 13]"
2218,"[2, 10, 11, 10, 12, 16, 13, 13]"
2219,"[8, 11, 11, 22, 22, 25, 16, 23, 24]"
2220,"[5, 8, 19, 8, 19, 1, 4, 16, 15, 25, 17, 14]"
2221,"[9, 21, 19, 19, 7, 5, 5, 12, 22, 10, 17, 15]"
2222,"[20, 7, 9, 12, 11, 22, 22, 16, 16, 24, 14, 13]"
2223,"[7, 5, 4, 11, 12, 17, 25, 17, 15, 13, 13]"
2224,"[19, 2, 2, 3, 4, 1, 10, 10, 25, 14, 23]"
2225,"[6, 2, 1, 2, 1, 4, 22, 22, 25, 15, 17, 24, 24]"
2226,"[9, 6, 8, 1, 5, 3, 4, 10, 17, 13]"
2227,"[19, 6, 9, 20, 3, 15, 17, 13]"
2228,"[2, 11, 12, 22, 12, 15, 15, 16, 23, 14, 13]"
2229,"[3, 3, 5, 7, 4, 9, 21, 3, 22, 11, 15, 16, 25, 23, 13]"
2230,"[2, 3, 3, 7, 8, 9, 11, 17, 14, 13, 23]"
2231,"[2, 3, 19, 20, 18, 21, 20, 8, 22, 25, 23, 14, 24, 23]"
2232,"[8, 9, 7, 9, 10, 15, 23, 23, 24]"
2233,"[6, 4, 10, 15]"
2234,"[3, 7, 1, 4, 5, 21, 1, 7, 10, 16]"
2235,"[2, 6, 6, 12, 22, 12, 25, 17, 16, 24]"
2236,"[9, 2, 18, 8, 4, 3, 12, 11]"
2237,"[3, 25, 17, 15]"
2238,"[6, 9, 6, 3, 7, 3, 5, 25, 16, 23, 13]"
2239,"[3, 5, 4, 22, 22, 25, 24]"
2240,"[21, 19, 19, 7, 12, 15, 25, 23]"
2241,"[4, 16, 17]"
2242,"[8, 4, 1, 5, 21, 11, 12, 11, 11, 25, 16, 15, 25, 24, 23, 23]"
2243,"[21, 3, 19, 4, 1, 20, 2, 10, 22, 17, 13]"
2244,"[4, 10, 12, 23]"
2245,"[21, 8, 2, 22, 16, 25, 25, 25, 14]"
2246,"[18, 20, 8, 11, 22, 16, 17, 24]"
2247,"[18, 8, 19, 21, 4, 2, 15, 15, 14, 24, 24]"
2248,"[8, 5, 19, 4, 2, 11, 22, 22, 11, 16, 17, 25, 23, 13, 13]"
2249,"[19, 10, 10, 17]"
2250,"[3, 20, 12, 10, 22, 10, 16, 14, 24]"
2251,"[20, 22, 22, 10, 10]"
2252,"[6, 8, 18, 2, 7, 10, 11, 17, 23]"
2253,"[9, 21, 21, 4, 21, 3, 7, 10, 12, 25, 17, 25, 13, 14]"
2254,"[20, 19, 16, 17, 23, 14]"
2255,"[18, 19, 20, 22, 25]"
2256,"[2, 9, 20, 19, 22, 10, 25]"
2257,"[3, 18, 2, 18, 5, 11, 15, 15, 14]"
2258,"[20, 3, 4, 4, 20, 10, 10, 10, 10, 25, 16, 15, 23, 13, 24]"
2259,"[6, 19, 18, 1, 1, 5, 18, 25, 16, 16, 25, 14, 13, 23]"
2260,"[8, 21, 4, 7, 6, 15, 16, 17]"
2261,"[18, 10, 25, 14, 14]"
2262,"[4, 1, 1, 2, 2, 3, 4, 22, 22, 15, 16, 17, 13]"
2263,"[18, 18, 3, 8, 22, 12, 12, 22, 24, 13, 24, 23]"
2264,"[7, 3, 3, 2, 21, 1, 22, 10, 22, 17, 15, 13, 14]"
2265,"[20, 10, 10, 10, 10, 17, 15]"
2266,"[7, 9, 3, 9, 7, 5, 4, 1, 10, 22, 22, 23, 23, 23]"
2267,"[9, 20, 19, 3, 8, 18, 3, 10, 10, 15, 15, 16, 14]"
2268,"[20, 8, 18, 5, 9, 11, 12, 10, 24, 23]"
2269,"[6, 19, 4, 21, 9, 9, 4, 12, 13]"
2270,"[4, 8, 18, 22, 10, 11, 11, 15, 17, 24, 13]"
2271,"[2, 21, 1, 20, 1, 18, 12, 22, 10, 11, 25, 15, 15, 23, 23, 14, 24]"
2272,"[7, 8, 18, 3, 21, 8, 18, 3, 11, 12, 17, 17, 17, 13, 14, 24, 23]"
2273,"[2, 11, 22, 11, 17, 17, 17, 15, 23, 24, 24, 24]"
2274,"[19, 1, 20, 21, 1, 7, 5, 19, 15, 13, 23]"
2275,"[7, 4, 7, 3, 8, 9, 19, 22, 16, 17, 17, 15, 23]"
2276,"[5, 11, 22, 10, 16, 16, 13, 24]"
2277,"[5, 6, 18, 5, 2, 12, 11, 12, 22, 24, 24, 23]"
2278,"[2, 22, 15, 16, 16, 17]"
2279,"[20, 1, 9, 1, 5, 6, 10, 25, 14]"
2280,"[21, 22, 11, 23, 13, 14, 24]"
2281,"[21, 19, 21, 21, 4, 3, 6, 4, 17, 25, 14, 23, 24, 23]"
2282,"[20, 8, 8, 11, 22, 17, 15, 17, 16, 23, 13]"
2283,"[19, 1, 8, 4, 22, 10, 12]"
2284,"[4, 2, 20, 21, 12, 11, 22, 25, 15, 25, 23, 24, 23]"
2285,"[5, 6, 8, 4, 21, 1, 22, 22, 10, 12, 15, 15, 13, 13, 14, 24]"
2286,"[19, 3, 8, 8, 2, 19, 3, 22, 25, 16, 16, 14]"
2287,"[3, 9, 8, 11, 12, 15, 17, 25, 15, 14]"
2288,"[19, 6, 8, 10, 12, 12, 15, 16, 15]"
2289,"[8, 6, 4, 2, 7, 21, 21, 21, 16, 25, 25, 17, 14, 24, 13, 13]"
2290,"[1, 11, 12, 25, 23]"
2291,"[20, 21, 11, 22, 22, 17, 15, 17, 16, 13, 24, 14]"
2292,"[9, 9, 1, 9, 19, 15, 25, 15, 13]"
2293,"[18, 9, 6, 22, 10, 25, 15, 17, 25, 24, 24, 24, 23]"
2294,"[18, 6, 7, 9, 22, 10, 22, 25, 13, 13, 14, 24]"
2295,"[8, 7, 20, 25, 25, 16, 16, 14, 13]"
2296,"[20, 4, 19]"
2297,"[19, 19, 3, 20, 5, 12, 22, 11, 10, 16, 16, 17, 14]"
2298,"[21, 5, 5, 12, 12, 25, 15, 16, 17]"
2299,"[2, 15, 13, 24, 14]"
2300,"[9, 19, 22, 15, 13, 14, 24, 24]"
2301,"[5, 8, 5, 15, 17, 23]"
2302,"[5, 11]"
2303,"[18, 3, 5, 9, 1, 8, 3, 10, 17, 17, 23, 14, 24]"
2304,"[18, 4, 21, 20, 5, 12, 13, 23]"
2305,"[21, 5, 3, 21, 8, 7, 8, 7, 10, 25, 17, 15, 16, 13, 14, 14]"
2306,"[2, 7, 9, 8, 9, 2, 7, 17, 13, 24]"
2307,"[8, 20, 20, 5, 22, 16, 25, 15, 15, 24]"
2308,"[20, 18, 9, 9, 16, 24]"
2309,"[7, 4, 4, 1, 9, 7, 11, 11, 11, 22, 14, 24, 24]"
2310,"[4, 11, 15, 24]"
2311,"[9, 8, 9, 21, 3, 19, 3, 2, 10, 10, 12, 15, 17, 16, 17, 24, 14]"
2312,"[20, 6, 17, 16, 24]"
2313,"[6, 5, 10, 16, 15, 14, 13]"
2314,"[1, 9, 2, 19, 21, 1, 7, 20, 10, 11, 10, 12, 14]"
2315,"[3, 12, 10, 10, 24, 14, 13]"
2316,"[7, 7, 22, 22, 11, 24, 13]"
2317,"[4, 22, 11, 12, 22, 15]"
2318,"[7, 6, 4, 2, 8, 4, 8, 22, 11, 10, 12, 25, 25, 25, 16, 23, 13, 23]"
2319,"[21, 21, 7, 4, 6, 8, 19, 9, 10, 22, 11, 16, 17, 25, 15, 24]"
2320,"[3, 2, 8, 18, 8, 10, 10, 11, 25, 17, 15, 25, 14]"
2321,"[8, 12, 10, 12, 12, 15, 16, 17, 25, 14, 14]"
2322,"[5, 4, 22, 22, 12, 12, 24, 14, 14]"
2323,"[4, 21, 9, 10, 15, 16, 16]"
2324,"[5, 6, 3, 6, 7, 22, 10, 14]"
2325,"[7, 2, 9, 3, 3, 5, 11, 10, 11, 25, 23, 13]"
2326,"[3, 9, 8, 22, 12, 10, 16, 25]"
2327,"[7, 11, 10, 14, 23]"
2328,"[3, 12, 10, 22, 16, 24, 13]"
2329,"[7, 8, 2, 5, 9, 12, 12, 12, 11, 16, 15, 23]"
2330,"[5, 19, 20, 5, 10, 10, 16, 25, 15]"
2331,"[7, 6, 3, 6, 7, 6, 22, 11, 10, 22, 13, 24, 23, 13]"
2332,"[5, 6, 6, 21, 17, 13]"
2333,"[8, 19, 11, 15, 23]"
2334,"[9, 8, 7, 5, 10, 13, 23, 24]"
2335,"[1, 18, 4, 12, 16, 25, 16, 13]"
2336,"[19, 10, 25, 15, 16, 13]"
2337,"[19, 5, 18, 10, 11, 11, 24, 23, 23, 23]"
2338,"[2, 21, 9, 22, 16, 25, 16, 16, 14]"
2339,"[1, 4, 9, 10, 11, 12, 10, 17, 17, 17, 14]"
2340,"[4, 21, 10, 22, 22, 25, 16, 13, 23, 24, 13]"
2341,"[4, 3, 19, 16, 25, 16]"
2342,"[19, 20, 18, 12, 10, 17, 15, 25, 23, 23]"
2343,"[2, 5, 7, 18, 10, 11, 12, 11, 17, 17, 17, 24, 14]"
2344,"[20, 6, 18, 21, 20, 11, 23]"
2345,"[6, 21, 19, 8, 8, 21, 8, 15, 16, 15, 17, 23, 23, 24, 23]"
2346,"[7, 7, 5, 1, 8, 4, 12, 22, 13, 13, 14]"
2347,"[6, 1, 7, 4, 9, 19, 11, 15, 25, 16, 25, 23, 23, 23, 14]"
2348,"[1, 18, 19, 2, 4, 17, 16, 16, 13, 24, 24, 13]"
2349,"[3, 6, 3, 21, 1, 22, 11, 25, 17, 24, 13, 14]"
2350,"[8, 18, 11, 22, 10, 10, 17, 15, 17, 13, 24]"
2351,"[18, 8, 3, 2, 19, 5, 12, 12, 10, 15, 25, 17, 16, 24]"
2352,"[8, 1, 21, 1, 8, 16, 25, 16, 24, 23, 24, 24]"
2353,"[3, 18, 7, 1, 1, 6, 8, 8, 22, 22, 12, 10, 16, 16, 16, 17, 23, 24]"
2354,"[19, 2, 5, 19, 3, 12, 25, 17, 14, 13]"
2355,"[6, 19, 1, 10, 22, 12, 15, 16, 17, 25]"
2356,"[18, 19, 3, 18, 9, 7, 1, 2, 17, 17, 17, 15, 23, 24, 14, 23]"
2357,"[2, 4, 10, 11, 24, 23, 24]"
2358,"[7, 8, 4, 6, 6, 9, 19, 15, 17, 14, 13, 14, 13]"
2359,"[9, 20, 5, 6, 8, 18, 12, 17, 13, 13]"
2360,"[8, 1, 2, 19, 11, 22, 10, 12, 25, 25, 17, 17, 13, 23]"
2361,"[5, 19, 2, 3, 20, 19, 18, 18, 12, 17, 16, 17, 23, 24, 13]"
2362,"[5, 8, 21, 19, 2, 1, 22, 15, 25, 16, 24]"
2363,"[8, 9, 1, 10, 25, 16]"
2364,"[5, 20, 12, 22, 12, 13, 14, 23]"
2365,"[8, 21, 6, 20, 19, 4, 9, 1, 10, 12, 22, 25, 15, 17, 25, 23, 23, 24]"
2366,"[8, 5, 21, 22]"
2367,"[4, 8, 2, 8, 9, 3, 11, 22, 22, 13, 13, 13]"
2368,"[7, 18, 11, 22, 25, 25, 15, 15]"
2369,"[1, 3, 19, 1, 5, 5, 10, 12, 22, 25, 15, 23, 24, 23]"
2370,"[18, 1, 5, 4, 19, 18, 11, 22, 10, 17, 25, 14]"
2371,"[6, 5, 22, 11, 12, 10, 16, 16]"
2372,"[2, 18, 20, 4, 21, 3, 5, 4, 10, 12, 10, 25, 15, 17, 23]"
2373,"[5, 2, 1, 5, 9, 18, 11, 22, 22]"
2374,"[2, 19, 18, 3, 1, 21, 10, 10, 22, 12, 15, 14]"
2375,"[7, 1, 21, 8, 2, 18, 4, 22, 15, 17, 14, 13, 14, 14]"
2376,"[7, 20, 11, 22, 22, 15, 15, 24, 23, 13, 14]"
2377,"[5, 10, 12, 12, 16, 15]"
2378,"[7, 21, 5, 20, 8, 2, 11, 12, 10, 12, 15, 16, 15, 25, 13, 23]"
2379,"[2, 18, 3, 20, 10, 12, 11, 12, 15, 15, 13, 24]"
2380,"[8, 18, 8, 1, 4, 8, 15, 15, 25, 25, 14, 14, 24, 24]"
2381,"[8, 4, 4, 21, 3, 20, 22, 12, 11, 12, 16, 16, 23, 23, 14, 14]"
2382,"[7, 1, 5, 5, 7, 4, 12, 12, 10, 23, 14, 14, 24]"
2383,"[3, 3, 20, 11, 10, 15, 25, 25, 14, 24, 14, 23]"
2384,"[3, 8, 8, 8, 8, 12, 10, 22, 15, 13, 13, 14, 14]"
2385,"[21, 9, 19, 8, 20, 9, 8, 1, 11, 15, 14, 24, 23]"
2386,"[19, 7, 3, 3, 8, 12, 12, 10, 10, 25, 16, 17, 24, 14, 13, 23]"
2387,"[5, 12, 11, 25, 13]"
2388,"[1, 6, 1, 12, 12, 10, 11, 15, 25, 15, 15, 14, 23, 23, 23]"
2389,"[4, 10, 22, 14, 24]"
2390,"[9, 6, 7, 7, 6, 18, 9, 1, 25]"
2391,"[9, 21, 18, 19, 7, 11, 22, 22, 11, 17, 16, 25, 17, 24, 23, 24, 14]"
2392,"[4, 7, 2, 5, 2, 21, 2, 12, 22, 12, 22, 17, 16, 14]"
2393,"[4, 6, 15, 25, 16]"
2394,"[6, 8, 10, 10, 22, 25, 16, 14, 24]"
2395,"[3, 19, 19, 6, 4, 12, 11, 10, 15, 24, 24]"
2396,"[4, 1, 19, 20, 9, 20, 10, 17, 15, 16, 13]"
2397,"[2, 12, 12, 10, 25, 25, 16, 17]"
2398,"[5, 19, 5, 1, 1, 20, 7, 4, 11, 10, 10, 12, 16, 17, 16, 16, 23, 13, 24, 24]"
2399,"[2, 7, 19, 19, 4, 1, 20, 22, 12, 22, 10, 25, 17, 16, 17]"
2400,"[9, 21, 21, 18, 9, 19, 11, 10, 16, 15, 24]"
2401,"[3, 6, 18, 12, 17, 15, 17, 23, 24, 13, 23]"
2402,"[3, 21, 18, 5, 5, 10, 25, 17, 25, 24, 14]"
2403,"[20, 5, 18, 3, 3, 2, 10, 10, 12, 11, 25, 17, 15, 17, 13, 13, 24, 14]"
2404,"[2, 19, 4, 11, 13, 24, 24, 13]"
2405,"[7, 2, 11, 12, 22, 13, 14]"
2406,"[5, 21, 9, 6, 2, 18, 20, 11, 25, 24]"
2407,"[9, 6, 4, 8, 2, 6, 6, 11, 11, 11, 24]"
2408,"[8, 7, 19, 3, 7, 18, 7, 22, 10, 11]"
2409,"[18, 18, 18, 1, 1, 4, 2, 12, 10, 25, 25, 17]"
2410,"[20, 8, 9, 6, 3, 15, 25, 14, 24, 24, 14]"
2411,"[3, 4, 6, 1, 5, 19, 19, 9, 17, 14, 13, 23]"
2412,"[7, 19, 3, 11, 11, 16, 13, 13, 23]"
2413,"[4, 19, 19, 20, 6, 22, 11, 23, 23]"
2414,"[8, 9, 21, 7, 7, 12, 15, 23, 24, 23, 23]"
2415,"[4, 22, 16, 23]"
2416,"[5, 6, 11, 10, 10, 17, 17, 25, 16, 13, 24, 14]"
2417,"[9, 7, 9, 1, 9, 8, 11, 22, 11, 17, 25, 15]"
2418,"[4, 6, 1, 13, 23]"
2419,"[2, 12, 11, 22, 11, 17, 16, 17, 13, 13, 13, 14]"
2420,"[1, 21, 1, 5, 2, 20, 11, 16, 25, 17, 13, 14, 24]"
2421,"[9, 18, 1, 10, 22, 15]"
2422,"[1, 4, 9, 6, 15, 25, 15, 17, 24]"
2423,"[8, 21, 5, 21, 1, 22, 13, 13]"
2424,"[5, 7, 3, 7, 18, 3, 11, 22, 12, 11, 25, 17, 15, 13]"
2425,"[19, 20, 18, 8, 12, 10, 12, 22, 25, 24, 23, 14, 13]"
2426,"[21, 22, 11, 11, 25, 17, 13, 23, 24, 24]"
2427,"[4, 18, 18, 2, 7, 18, 4, 22, 17, 25, 25, 13]"
2428,"[5, 4, 1, 3, 20, 22, 12, 22, 14, 14, 23, 23]"
2429,"[21, 21, 6, 19, 10, 15, 25]"
2430,"[7, 6, 7, 22, 12, 12, 16, 13, 24, 14]"
2431,"[21, 20, 5, 4, 10, 11, 22, 11, 25, 24]"
2432,"[3, 21, 7, 12, 12, 12, 16, 15, 25, 17, 23]"
2433,"[3, 1, 18, 1, 5, 1, 6, 19, 24, 13, 23, 23]"
2434,"[6, 4, 11, 10, 15, 16, 16, 16, 14, 14, 13, 14]"
2435,"[8, 8, 6, 6, 3, 12, 12, 10, 12]"
2436,"[20, 8, 20, 7, 3, 17]"
2437,"[21, 7, 6, 2, 9, 20, 8, 12, 16, 17, 25, 24, 24, 23]"
2438,"[9, 5, 4, 18, 4, 6, 12, 22, 16, 17, 16, 23, 14, 14]"
2439,"[4, 4, 11, 16, 15, 15, 13, 23]"
2440,"[5, 18, 8, 8, 9, 4, 20, 6, 17, 16, 25, 25]"
2441,"[9, 8, 18, 3, 6, 20, 19, 1, 12, 12, 12, 17, 16, 23, 13, 14]"
2442,"[1, 19, 3, 8, 7, 9, 9, 9, 11, 23, 13, 23, 13]"
2443,"[3, 20, 4, 5, 3, 10, 11, 14, 14, 13, 14]"
2444,"[18, 20, 12, 22, 15, 16, 25, 13]"
2445,"[6, 7, 4, 6, 8, 21, 6, 12, 12, 23, 23, 23, 24]"
2446,"[4, 2, 10, 11, 14]"
2447,"[6, 1, 11, 13, 14, 13]"
2448,"[3, 3, 2, 20, 20, 18, 20, 10, 10, 15, 14]"
2449,"[20, 5, 6, 6, 4, 2, 6, 22, 22, 12, 22, 25, 13, 13, 24, 14]"
2450,"[21, 7, 11, 12, 11, 24, 24, 14]"
2451,"[8, 6, 4, 25, 16, 15, 15]"
2452,"[9, 2, 19, 21, 20, 11, 16, 15, 17, 14, 13]"
2453,"[2, 5, 20, 3, 19, 19, 15, 23, 14, 23]"
2454,"[8, 1, 11, 22, 12, 11, 25]"
2455,"[5, 10, 22, 12, 25, 25, 17]"
2456,"[9, 22, 10, 12, 11, 16, 16, 15, 25, 14, 23]"
2457,"[6, 2, 20, 12, 22, 12, 17, 25, 14, 13, 13]"
2458,"[18, 18, 5, 12, 12, 11, 10, 17]"
2459,"[6, 11, 17, 16, 16, 17, 23]"
2460,"[3, 4, 3, 9, 1, 2, 20, 2, 12, 11, 23]"
2461,"[8, 1, 6, 3, 5, 19, 18, 17, 15, 25]"
2462,"[3, 3, 22, 10, 16, 25]"
2463,"[21, 12, 12, 16, 24, 23, 13]"
2464,"[1, 6, 12, 15, 16, 25, 24, 24, 14, 23]"
2465,"[18, 19, 7, 7, 19, 10, 12, 22, 25, 25, 16, 24, 23, 13, 13]"
2466,"[7, 5, 22, 25, 17, 23]"
2467,"[2, 6, 2, 18, 21, 22, 12, 16, 17, 15, 25, 13, 23, 24]"
2468,"[3, 5, 12, 22, 15, 16, 25]"
2469,"[20, 9, 5, 3, 18, 4, 10, 22, 10, 14, 14, 13]"
2470,"[18, 3, 19, 9, 1, 18, 9, 12, 10, 17]"
2471,"[4, 15, 17, 14, 13, 14, 23]"
2472,"[4, 5, 20, 6, 11, 22, 12, 25, 13, 23, 23]"
2473,"[8, 21, 2, 18, 11, 16, 16, 24, 14]"
2474,"[3, 19, 10, 15, 25]"
2475,"[2, 9, 3, 5, 21, 2, 19, 11, 25, 16, 13, 23, 14, 14]"
2476,"[3, 3, 10, 25, 16, 23]"
2477,"[4, 9, 1, 1, 12, 10, 11, 12, 17, 17, 25, 24, 23, 14]"
2478,"[6, 19, 19, 1, 8, 18, 21, 22, 10, 22, 15, 25, 25, 15, 23]"
2479,"[8, 9, 19, 18, 12, 11, 11, 15, 17, 25, 17, 13]"
2480,"[3, 20, 21, 20, 5, 7, 1, 25, 16, 17, 16]"
2481,"[1, 10, 10, 10, 15]"
2482,"[9, 4, 9, 19, 6, 19, 8, 10, 11, 22, 25, 16, 17, 23]"
2483,"[4, 1, 18, 22, 22, 25, 25, 24, 24, 23]"
2484,"[18, 6, 21, 9, 10, 25, 16]"
2485,"[6, 6, 18, 9, 19, 18, 21, 17, 24, 23, 14]"
2486,"[3, 9, 19, 18, 2, 1, 21, 1, 12, 11, 11, 10, 15, 16, 17, 14, 23, 24, 13]"
2487,"[1, 7, 20, 8, 4, 3, 2, 11, 10, 16, 17, 17, 15, 14, 24, 24]"
2488,"[2, 4, 4, 21, 8, 1, 18, 18, 16, 13, 14, 14, 23]"
