EmployeeId,SaleDate,AmountSold,PaymentType
6,2024-11-06 09:41:00,29.90,Credit
9,2024-11-06 20:35:00,40.00,Credit
4,2024-11-06 08:53:00,42.40,Credit
5,2024-11-06 12:24:00,14.30,Gift Card
3,2024-11-06 19:28:00,41.65,Cash
2,2024-11-06 20:57:00,35.90,Gift Card
1,2024-11-06 19:54:00,41.80,Gift Card
5,2024-11-06 11:01:00,28.35,Credit
9,2024-11-06 12:10:00,16.55,Cash
8,2024-11-06 10:46:00,32.10,Cash
10,2024-11-06 18:31:00,27.50,Cash
4,2024-11-06 18:21:00,54.30,Gift Card
5,2024-11-06 10:40:00,32.35,Gift Card
7,2024-11-06 18:01:00,29.50,Gift Card
6,2024-11-06 12:15:00,23.55,Cash
7,2024-11-06 14:44:00,21.50,Cash
4,2024-11-06 20:20:00,32.10,Gift Card
10,2024-11-06 10:01:00,22.45,Gift Card
5,2024-11-06 12:28:00,46.55,Credit
5,2024-11-06 13:52:00,17.10,Gift Card
7,2024-11-06 18:54:00,27.85,Credit
10,2024-11-06 19:45:00,47.55,Credit
8,2024-11-06 11:11:00,30.50,Gift Card
4,2024-11-06 11:57:00,45.15,Credit
4,2024-11-06 10:48:00,21.20,Gift Card
6,2024-11-06 17:37:00,40.50,Gift Card
7,2024-11-06 11:07:00,36.20,Credit
2,2024-11-06 13:56:00,41.65,Gift Card
7,2024-11-06 13:01:00,28.40,Cash
4,2024-11-06 08:40:00,40.65,Cash
8,2024-11-06 15:27:00,40.65,Gift Card
4,2024-11-06 08:23:00,25.45,Gift Card
3,2024-11-06 19:06:00,34.50,Credit
6,2024-11-06 16:22:00,45.70,Credit
6,2024-11-06 11:58:00,37.65,Gift Card
6,2024-11-06 14:55:00,31.75,Cash
1,2024-11-06 09:23:00,35.55,Cash
4,2024-11-06 13:05:00,41.20,Cash
7,2024-11-06 10:06:00,28.75,Gift Card
8,2024-11-06 10:12:00,32.90,Cash
4,2024-11-06 12:03:00,17.35,Credit
5,2024-11-06 12:34:00,22.45,Gift Card
3,2024-11-06 13:16:00,49.10,Gift Card
7,2024-11-06 10:07:00,29.10,Cash
4,2024-11-06 15:01:00,37.85,Credit
2,2024-11-06 10:23:00,29.25,Gift Card
7,2024-11-06 14:32:00,46.60,Gift Card
5,2024-11-06 10:43:00,42.55,Credit
4,2024-11-06 13:44:00,28.75,Gift Card
5,2024-11-06 10:20:00,40.00,Credit
8,2024-11-06 11:10:00,48.05,Credit
2,2024-11-06 16:21:00,39.90,Gift Card
1,2024-11-06 17:27:00,20.45,Cash
6,2024-11-06 11:39:00,35.60,Gift Card
1,2024-11-06 15:05:00,35.00,Cash
3,2024-11-06 19:41:00,22.70,Gift Card
8,2024-11-06 12:08:00,26.25,Cash
3,2024-11-06 17:11:00,30.50,Gift Card
4,2024-11-06 15:16:00,47.35,Credit
6,2024-11-06 14:50:00,28.70,Credit
8,2024-11-06 14:03:00,36.05,Credit
5,2024-11-06 14:11:00,21.75,Gift Card
8,2024-11-06 09:39:00,33.70,Credit
9,2024-11-06 17:40:00,10.20,Credit
3,2024-11-06 19:44:00,35.75,Gift Card
6,2024-11-06 17:12:00,44.15,Gift Card
9,2024-11-06 14:17:00,39.70,Gift Card
4,2024-11-06 10:15:00,37.10,Credit
4,2024-11-06 16:38:00,25.95,Cash
7,2024-11-06 19:37:00,30.50,Credit
3,2024-11-06 20:25:00,26.25,Gift Card
4,2024-11-06 19:30:00,42.30,Credit
8,2024-11-06 12:37:00,28.70,Cash
9,2024-11-06 13:01:00,40.40,Gift Card
9,2024-11-06 20:45:00,29.00,Credit
6,2024-11-06 19:15:00,24.35,Credit
5,2024-11-06 10:26:00,38.75,Credit
9,2024-11-06 19:27:00,48.80,Cash
2,2024-11-06 12:07:00,37.80,Gift Card
1,2024-11-06 20:38:00,22.85,Credit
5,2024-11-06 10:53:00,38.00,Gift Card
7,2024-11-06 19:54:00,24.05,Cash
4,2024-11-06 12:02:00,34.15,Gift Card
1,2024-11-06 16:26:00,51.30,Gift Card
8,2024-11-06 13:03:00,31.35,Gift Card
2,2024-11-06 09:40:00,25.70,Cash
8,2024-11-06 15:37:00,47.80,Gift Card
8,2024-11-06 15:35:00,43.05,Gift Card
3,2024-11-06 09:42:00,37.80,Gift Card
8,2024-11-06 11:03:00,34.85,Gift Card
2,2024-11-06 09:54:00,32.60,Credit
3,2024-11-06 11:36:00,16.80,Cash
10,2024-11-06 18:15:00,37.05,Cash
7,2024-11-06 16:30:00,30.95,Gift Card
9,2024-11-06 09:46:00,22.85,Gift Card
3,2024-11-06 08:29:00,32.80,Credit
1,2024-11-06 10:10:00,22.10,Credit
7,2024-11-06 08:49:00,40.55,Cash
1,2024-11-06 13:46:00,17.70,Gift Card
1,2024-11-06 15:43:00,22.60,Cash
10,2024-11-06 14:53:00,36.65,Cash
10,2024-11-06 19:43:00,30.90,Cash
10,2024-11-06 14:03:00,49.10,Gift Card
10,2024-11-06 15:32:00,39.75,Cash
6,2024-11-06 15:58:00,25.00,Credit
8,2024-11-06 16:47:00,13.30,Gift Card
9,2024-11-06 15:24:00,37.10,Gift Card
1,2024-11-06 09:35:00,48.05,Cash
10,2024-11-06 12:20:00,33.50,Cash
6,2024-11-06 09:56:00,32.50,Credit
8,2024-11-06 17:53:00,38.25,Credit
7,2024-11-06 15:45:00,35.65,Gift Card
9,2024-11-06 14:43:00,35.60,Cash
7,2024-11-06 17:10:00,23.05,Gift Card
7,2024-11-06 16:15:00,32.85,Credit
4,2024-11-06 19:18:00,21.55,Cash
6,2024-11-06 11:54:00,15.55,Cash
4,2024-11-06 18:58:00,44.40,Credit
1,2024-11-06 14:58:00,46.05,Gift Card
5,2024-11-06 12:33:00,48.15,Gift Card
3,2024-11-06 12:47:00,50.85,Gift Card
4,2024-11-06 17:04:00,34.75,Credit
1,2024-11-06 11:14:00,43.65,Credit
10,2024-11-06 13:50:00,51.10,Gift Card
8,2024-11-06 20:00:00,11.55,Cash
2,2024-11-06 14:13:00,44.40,Gift Card
7,2024-11-06 12:01:00,17.95,Cash
10,2024-11-06 16:04:00,20.80,Cash
10,2024-11-06 14:20:00,49.35,Gift Card
7,2024-11-06 18:47:00,46.40,Cash
8,2024-11-06 15:55:00,33.00,Credit
6,2024-11-06 17:00:00,10.45,Credit
3,2024-11-06 09:26:00,34.10,Credit
5,2024-11-06 13:16:00,12.95,Credit
3,2024-11-06 10:15:00,22.70,Credit
7,2024-11-06 14:32:00,27.60,Cash
6,2024-11-06 14:02:00,34.25,Cash
7,2024-11-06 20:27:00,33.00,Gift Card
5,2024-11-06 14:29:00,45.80,Gift Card
3,2024-11-06 12:34:00,15.05,Gift Card
5,2024-11-06 16:05:00,42.25,Gift Card
9,2024-11-06 14:59:00,42.15,Gift Card
7,2024-11-06 10:50:00,45.90,Credit
1,2024-11-06 11:38:00,15.80,Cash
9,2024-11-06 12:43:00,21.80,Cash
6,2024-11-06 20:34:00,33.80,Cash
2,2024-11-06 09:59:00,17.20,Cash
1,2024-11-06 08:57:00,39.55,Gift Card
6,2024-11-06 10:30:00,24.60,Cash
1,2024-11-06 10:43:00,43.05,Credit
8,2024-11-06 11:26:00,23.85,Gift Card
7,2024-11-06 17:26:00,39.75,Cash
9,2024-11-06 14:48:00,25.60,Credit
3,2024-11-06 08:40:00,40.00,Gift Card
10,2024-11-06 16:43:00,39.00,Cash
5,2024-11-06 16:18:00,41.00,Cash
1,2024-11-06 18:56:00,44.00,Cash
1,2024-11-06 09:18:00,28.55,Credit
8,2024-11-06 10:35:00,23.90,Credit
4,2024-11-06 08:37:00,53.60,Credit
1,2024-11-06 18:31:00,26.20,Credit
3,2024-11-06 18:19:00,43.55,Cash
2,2024-11-06 19:30:00,17.80,Credit
10,2024-11-06 17:39:00,30.30,Credit
5,2024-11-06 15:52:00,27.45,Cash
10,2024-11-06 14:59:00,30.20,Credit
8,2024-11-06 12:14:00,22.45,Gift Card
9,2024-11-06 15:38:00,21.80,Cash
1,2024-11-06 16:43:00,47.40,Credit
9,2024-11-06 09:37:00,24.60,Gift Card
2,2024-11-06 19:58:00,38.25,Cash
9,2024-11-06 16:42:00,24.85,Gift Card
9,2024-11-06 20:21:00,18.70,Cash
8,2024-11-06 08:09:00,17.70,Gift Card
7,2024-11-06 11:45:00,36.50,Gift Card
6,2024-11-06 10:46:00,29.60,Gift Card
2,2024-11-06 11:19:00,32.00,Credit
5,2024-11-06 16:57:00,53.60,Gift Card
4,2024-11-06 19:23:00,29.35,Credit
5,2024-11-06 14:11:00,31.20,Credit
5,2024-11-06 18:06:00,18.20,Credit
5,2024-11-06 13:48:00,32.60,Gift Card
7,2024-11-06 19:30:00,28.35,Gift Card
10,2024-11-06 17:11:00,27.45,Credit
10,2024-11-06 10:38:00,22.45,Cash
4,2024-11-06 12:40:00,39.40,Credit
2,2024-11-06 12:19:00,36.15,Credit
1,2024-11-06 20:42:00,29.60,Cash
8,2024-11-06 20:02:00,28.75,Gift Card
3,2024-11-06 15:53:00,48.60,Gift Card
8,2024-11-06 11:26:00,30.00,Gift Card
6,2024-11-06 16:20:00,28.50,Credit
3,2024-11-06 18:49:00,26.35,Cash
1,2024-11-06 10:20:00,34.10,Gift Card
3,2024-11-06 18:17:00,27.10,Gift Card
10,2024-11-06 14:03:00,48.30,Credit
3,2024-11-06 17:52:00,22.35,Cash
10,2024-11-06 15:31:00,26.10,Cash
1,2024-11-06 20:42:00,28.10,Cash
1,2024-11-06 10:20:00,43.30,Credit
3,2024-11-06 12:28:00,45.90,Gift Card
5,2024-11-06 16:30:00,40.90,Credit
9,2024-11-06 10:21:00,45.10,Cash
1,2024-11-06 17:28:00,30.30,Credit
1,2024-11-06 13:09:00,36.90,Credit
7,2024-11-06 16:01:00,40.40,Credit
8,2024-11-06 16:01:00,25.95,Credit
5,2024-11-06 14:55:00,30.40,Credit
10,2024-11-06 13:10:00,40.50,Gift Card
5,2024-11-06 13:34:00,32.35,Credit
2,2024-11-06 08:06:00,40.90,Credit
7,2024-11-06 16:20:00,37.85,Cash
8,2024-11-06 20:08:00,25.05,Cash
6,2024-11-06 14:51:00,12.30,Cash
7,2024-11-06 15:41:00,19.85,Gift Card
7,2024-11-06 16:40:00,18.10,Credit
9,2024-11-06 17:33:00,51.80,Cash
9,2024-11-06 19:39:00,22.35,Gift Card
4,2024-11-06 08:13:00,24.45,Cash
10,2024-11-06 11:27:00,54.35,Credit
5,2024-11-06 12:18:00,44.80,Credit
1,2024-11-06 19:35:00,40.15,Gift Card
10,2024-11-06 18:59:00,39.65,Cash
4,2024-11-06 19:31:00,23.50,Cash
8,2024-11-06 12:09:00,25.60,Gift Card
4,2024-11-06 08:42:00,37.65,Credit
6,2024-11-06 10:35:00,16.05,Credit
10,2024-11-06 12:06:00,20.30,Credit
3,2024-11-06 08:44:00,42.90,Gift Card
1,2024-11-06 14:53:00,30.85,Cash
9,2024-11-06 20:53:00,28.30,Gift Card
7,2024-11-06 13:58:00,29.25,Cash
9,2024-11-06 17:01:00,44.00,Cash
4,2024-11-06 12:06:00,45.05,Cash
9,2024-11-06 14:47:00,38.25,Cash
3,2024-11-06 10:23:00,27.00,Cash
7,2024-11-06 11:28:00,25.75,Gift Card
6,2024-11-06 13:49:00,36.75,Gift Card
8,2024-11-06 12:53:00,27.85,Credit
2,2024-11-06 15:28:00,43.05,Credit
1,2024-11-06 11:39:00,37.90,Credit
1,2024-11-06 11:53:00,19.20,Cash
2,2024-11-06 09:33:00,28.30,Credit
5,2024-11-06 12:32:00,36.35,Cash
1,2024-11-06 11:50:00,49.40,Gift Card
4,2024-11-06 10:32:00,42.10,Credit
6,2024-11-06 15:01:00,30.95,Cash
6,2024-11-06 18:51:00,26.75,Cash
8,2024-11-06 12:45:00,32.65,Credit
3,2024-11-06 09:08:00,34.90,Gift Card
3,2024-11-06 08:29:00,27.10,Gift Card
3,2024-11-06 16:52:00,27.40,Credit
7,2024-11-06 20:55:00,19.05,Cash
10,2024-11-06 18:38:00,37.30,Cash
1,2024-11-06 14:53:00,28.70,Gift Card
6,2024-11-06 17:54:00,41.60,Credit
8,2024-11-06 12:55:00,41.40,Credit
3,2024-11-06 11:16:00,27.80,Gift Card
1,2024-11-06 17:07:00,23.90,Credit
9,2024-11-06 11:55:00,25.35,Credit
2,2024-11-06 16:42:00,25.60,Cash
1,2024-11-06 10:45:00,37.10,Gift Card
10,2024-11-06 13:30:00,39.05,Credit
8,2024-11-06 15:29:00,43.15,Credit
8,2024-11-06 20:19:00,19.65,Credit
9,2024-11-06 14:31:00,26.10,Gift Card
7,2024-11-06 12:53:00,19.05,Cash
1,2024-11-06 14:18:00,38.90,Cash
6,2024-11-06 13:21:00,20.35,Credit
9,2024-11-07 12:50:00,37.05,Cash
6,2024-11-07 14:13:00,36.90,Gift Card
3,2024-11-07 19:18:00,45.10,Gift Card
1,2024-11-07 17:44:00,38.00,Cash
8,2024-11-07 19:29:00,32.65,Cash
8,2024-11-07 12:04:00,46.40,Gift Card
7,2024-11-07 13:18:00,17.15,Cash
7,2024-11-07 13:23:00,35.15,Cash
4,2024-11-07 12:30:00,39.80,Cash
7,2024-11-07 14:28:00,32.60,Credit
5,2024-11-07 13:04:00,41.35,Gift Card
6,2024-11-07 11:14:00,32.10,Gift Card
2,2024-11-07 13:13:00,44.80,Cash
7,2024-11-07 14:33:00,36.40,Cash
8,2024-11-07 11:39:00,27.75,Gift Card
5,2024-11-07 14:25:00,35.50,Gift Card
10,2024-11-07 08:30:00,24.10,Credit
8,2024-11-07 08:12:00,20.00,Cash
3,2024-11-07 20:43:00,34.50,Gift Card
9,2024-11-07 11:14:00,40.50,Cash
6,2024-11-07 10:38:00,23.70,Credit
2,2024-11-07 08:14:00,21.70,Gift Card
7,2024-11-07 10:40:00,42.50,Gift Card
6,2024-11-07 19:30:00,34.80,Cash
3,2024-11-07 14:45:00,29.40,Credit
9,2024-11-07 18:08:00,28.70,Gift Card
10,2024-11-07 15:33:00,18.15,Cash
5,2024-11-07 12:57:00,34.40,Gift Card
6,2024-11-07 20:09:00,21.10,Credit
5,2024-11-07 20:32:00,46.50,Gift Card
2,2024-11-07 08:10:00,39.55,Gift Card
9,2024-11-07 12:45:00,36.90,Gift Card
9,2024-11-07 13:52:00,27.45,Credit
3,2024-11-07 13:47:00,35.90,Gift Card
4,2024-11-07 14:32:00,33.75,Cash
7,2024-11-07 13:32:00,45.40,Gift Card
10,2024-11-07 16:48:00,56.10,Cash
3,2024-11-07 20:05:00,31.75,Credit
1,2024-11-07 14:53:00,25.20,Credit
5,2024-11-07 09:19:00,31.00,Gift Card
1,2024-11-07 16:37:00,36.65,Gift Card
2,2024-11-07 13:19:00,35.30,Cash
1,2024-11-07 14:15:00,42.20,Cash
4,2024-11-07 12:20:00,9.80,Gift Card
10,2024-11-07 12:37:00,36.75,Gift Card
4,2024-11-07 18:52:00,21.80,Gift Card
1,2024-11-07 10:37:00,43.90,Credit
4,2024-11-07 16:26:00,20.45,Credit
3,2024-11-07 15:27:00,37.75,Credit
6,2024-11-07 16:08:00,30.75,Gift Card
8,2024-11-07 11:11:00,27.00,Credit
7,2024-11-07 14:46:00,12.15,Gift Card
4,2024-11-07 12:37:00,20.80,Credit
4,2024-11-07 16:20:00,33.60,Cash
2,2024-11-07 11:09:00,43.65,Credit
6,2024-11-07 13:21:00,28.25,Cash
10,2024-11-07 13:44:00,26.75,Gift Card
1,2024-11-07 08:55:00,31.25,Gift Card
3,2024-11-07 16:10:00,32.90,Gift Card
1,2024-11-07 19:33:00,38.25,Gift Card
9,2024-11-07 20:06:00,44.15,Credit
9,2024-11-07 20:10:00,46.40,Credit
7,2024-11-07 10:40:00,53.60,Credit
6,2024-11-07 15:25:00,42.20,Credit
4,2024-11-07 11:36:00,24.45,Gift Card
3,2024-11-07 12:54:00,34.10,Credit
6,2024-11-07 09:24:00,33.25,Credit
10,2024-11-07 20:58:00,35.50,Gift Card
9,2024-11-07 13:09:00,29.45,Cash
2,2024-11-07 10:25:00,34.25,Cash
3,2024-11-07 13:19:00,37.85,Credit
10,2024-11-07 12:28:00,21.80,Gift Card
1,2024-11-07 12:02:00,28.75,Gift Card
2,2024-11-07 11:57:00,17.80,Gift Card
6,2024-11-07 10:33:00,31.35,Credit
4,2024-11-07 17:43:00,14.70,Cash
7,2024-11-07 11:17:00,18.25,Cash
2,2024-11-07 18:30:00,36.40,Cash
7,2024-11-07 12:50:00,46.50,Cash
4,2024-11-07 18:52:00,25.35,Gift Card
9,2024-11-07 14:36:00,35.00,Cash
9,2024-11-07 18:11:00,31.15,Cash
9,2024-11-07 14:02:00,32.80,Cash
5,2024-11-07 12:55:00,23.10,Cash
10,2024-11-07 08:09:00,40.00,Gift Card
5,2024-11-07 12:09:00,27.35,Gift Card
10,2024-11-07 09:23:00,28.30,Credit
4,2024-11-07 15:08:00,21.70,Credit
2,2024-11-07 19:20:00,17.70,Cash
5,2024-11-07 15:52:00,25.45,Gift Card
5,2024-11-07 08:39:00,16.30,Gift Card
10,2024-11-07 19:59:00,39.30,Cash
2,2024-11-07 18:07:00,9.80,Credit
9,2024-11-07 11:35:00,42.25,Credit
4,2024-11-07 16:37:00,23.50,Gift Card
5,2024-11-07 18:10:00,39.60,Credit
3,2024-11-07 17:34:00,35.15,Credit
3,2024-11-08 11:55:00,19.20,Credit
2,2024-11-08 08:36:00,31.50,Gift Card
4,2024-11-08 12:03:00,15.30,Cash
10,2024-11-08 20:28:00,20.35,Gift Card
7,2024-11-08 14:28:00,45.30,Credit
8,2024-11-08 13:50:00,25.30,Cash
7,2024-11-08 18:22:00,33.65,Gift Card
8,2024-11-08 10:00:00,31.50,Cash
9,2024-11-08 09:08:00,23.90,Cash
4,2024-11-08 20:56:00,31.35,Cash
6,2024-11-08 16:03:00,24.95,Credit
2,2024-11-08 08:26:00,28.30,Credit
1,2024-11-08 16:47:00,25.95,Gift Card
10,2024-11-08 10:14:00,39.25,Credit
5,2024-11-08 12:12:00,45.15,Gift Card
4,2024-11-08 12:17:00,34.00,Credit
1,2024-11-08 08:17:00,17.55,Gift Card
7,2024-11-08 09:46:00,46.90,Credit
10,2024-11-08 18:14:00,45.90,Cash
5,2024-11-08 15:40:00,47.80,Cash
4,2024-11-08 09:51:00,48.55,Gift Card
10,2024-11-08 12:21:00,40.75,Gift Card
8,2024-11-08 18:16:00,20.05,Credit
3,2024-11-08 14:37:00,12.70,Cash
4,2024-11-08 13:27:00,35.00,Credit
6,2024-11-08 15:43:00,40.55,Credit
3,2024-11-08 18:39:00,33.05,Gift Card
2,2024-11-08 08:40:00,32.70,Gift Card
7,2024-11-08 09:25:00,51.65,Credit
3,2024-11-08 12:55:00,28.60,Gift Card
3,2024-11-08 15:17:00,20.35,Cash
2,2024-11-08 14:38:00,26.05,Gift Card
3,2024-11-08 20:56:00,36.90,Credit
8,2024-11-08 13:29:00,12.20,Gift Card
1,2024-11-08 17:28:00,26.80,Credit
9,2024-11-08 08:38:00,51.30,Cash
7,2024-11-08 08:04:00,31.50,Gift Card
5,2024-11-08 09:27:00,18.80,Credit
6,2024-11-08 11:39:00,34.15,Cash
9,2024-11-08 17:50:00,34.00,Cash
4,2024-11-08 14:04:00,49.55,Credit
2,2024-11-08 18:45:00,19.10,Credit
5,2024-11-08 08:16:00,29.60,Cash
8,2024-11-08 08:25:00,34.40,Gift Card
2,2024-11-08 09:33:00,31.30,Gift Card
3,2024-11-08 18:29:00,24.20,Credit
8,2024-11-08 20:43:00,24.20,Gift Card
7,2024-11-08 15:06:00,44.15,Gift Card
3,2024-11-08 20:21:00,43.55,Gift Card
2,2024-11-08 09:48:00,33.05,Credit
3,2024-11-08 19:44:00,20.35,Cash
6,2024-11-08 11:04:00,14.05,Credit
5,2024-11-08 16:27:00,38.85,Gift Card
3,2024-11-08 09:37:00,29.60,Credit
10,2024-11-08 16:19:00,30.95,Cash
2,2024-11-08 15:45:00,32.50,Cash
4,2024-11-08 13:02:00,32.25,Gift Card
3,2024-11-08 15:12:00,37.25,Cash
1,2024-11-08 11:08:00,21.50,Gift Card
5,2024-11-08 15:47:00,43.65,Gift Card
3,2024-11-08 17:59:00,23.85,Credit
4,2024-11-08 16:08:00,33.85,Gift Card
10,2024-11-08 14:57:00,20.45,Cash
6,2024-11-08 18:28:00,34.75,Cash
9,2024-11-08 19:25:00,29.25,Credit
6,2024-11-08 19:01:00,31.50,Gift Card
1,2024-11-08 18:40:00,40.90,Gift Card
3,2024-11-08 18:22:00,32.25,Cash
9,2024-11-08 11:02:00,46.65,Gift Card
7,2024-11-08 13:26:00,15.60,Credit
2,2024-11-08 18:53:00,18.80,Gift Card
5,2024-11-08 11:37:00,28.85,Gift Card
4,2024-11-08 08:05:00,24.20,Cash
9,2024-11-08 09:07:00,18.55,Cash
8,2024-11-08 16:43:00,25.00,Cash
6,2024-11-08 10:39:00,39.00,Credit
3,2024-11-08 12:00:00,44.10,Credit
6,2024-11-08 12:27:00,47.40,Gift Card
5,2024-11-08 15:32:00,40.65,Cash
1,2024-11-08 15:08:00,22.70,Gift Card
6,2024-11-08 17:46:00,41.30,Credit
3,2024-11-08 11:01:00,39.10,Credit
5,2024-11-08 19:29:00,25.10,Gift Card
8,2024-11-08 14:10:00,38.20,Gift Card
10,2024-11-08 08:08:00,30.00,Credit
10,2024-11-08 16:58:00,20.60,Credit
8,2024-11-08 13:39:00,26.20,Gift Card
1,2024-11-08 13:10:00,28.10,Gift Card
1,2024-11-08 18:43:00,28.85,Cash
2,2024-11-08 11:48:00,41.55,Cash
8,2024-11-08 10:49:00,25.60,Credit
7,2024-11-08 14:02:00,26.50,Cash
5,2024-11-08 12:46:00,34.40,Credit
5,2024-11-08 14:41:00,36.00,Credit
9,2024-11-08 18:30:00,35.75,Credit
9,2024-11-08 12:04:00,37.25,Cash
5,2024-11-08 14:42:00,27.85,Gift Card
6,2024-11-08 20:44:00,27.35,Cash
4,2024-11-08 20:09:00,35.40,Cash
8,2024-11-08 11:56:00,42.50,Credit
3,2024-11-08 09:46:00,39.00,Gift Card
1,2024-11-08 10:16:00,35.75,Gift Card
7,2024-11-08 08:30:00,21.85,Cash
5,2024-11-08 09:53:00,41.90,Gift Card
5,2024-11-08 10:49:00,36.20,Gift Card
4,2024-11-08 18:11:00,41.90,Cash
2,2024-11-08 19:28:00,41.40,Credit
1,2024-11-08 09:08:00,34.75,Gift Card
1,2024-11-08 08:40:00,45.90,Gift Card
2,2024-11-08 16:42:00,45.10,Credit
6,2024-11-08 15:47:00,42.05,Gift Card
7,2024-11-08 09:59:00,34.80,Cash
8,2024-11-08 19:11:00,18.45,Credit
3,2024-11-08 11:15:00,48.40,Gift Card
9,2024-11-08 20:51:00,35.00,Credit
1,2024-11-08 16:39:00,31.00,Gift Card
9,2024-11-08 20:46:00,25.35,Gift Card
9,2024-11-08 14:44:00,29.00,Credit
6,2024-11-08 15:17:00,34.80,Gift Card
1,2024-11-08 10:44:00,37.65,Gift Card
6,2024-11-08 18:31:00,40.90,Credit
5,2024-11-08 18:21:00,38.55,Credit
9,2024-11-08 10:40:00,17.35,Credit
9,2024-11-08 10:12:00,39.15,Gift Card
7,2024-11-08 14:40:00,32.50,Gift Card
9,2024-11-08 14:40:00,55.10,Cash
5,2024-11-08 16:07:00,33.00,Gift Card
6,2024-11-08 19:18:00,21.10,Credit
8,2024-11-08 13:08:00,22.55,Cash
10,2024-11-08 09:17:00,34.40,Gift Card
2,2024-11-08 20:27:00,37.95,Cash
7,2024-11-08 09:57:00,45.60,Cash
8,2024-11-08 15:51:00,8.70,Credit
3,2024-11-08 14:34:00,40.30,Gift Card
1,2024-11-08 11:14:00,19.90,Credit
8,2024-11-08 13:33:00,31.15,Cash
3,2024-11-08 11:55:00,27.50,Credit
2,2024-11-08 19:17:00,25.00,Credit
1,2024-11-08 13:36:00,32.95,Gift Card
3,2024-11-08 16:35:00,15.65,Gift Card
3,2024-11-08 19:02:00,40.80,Gift Card
5,2024-11-08 17:40:00,44.40,Cash
6,2024-11-08 20:44:00,19.70,Credit
4,2024-11-08 10:02:00,44.85,Cash
9,2024-11-08 18:38:00,29.40,Credit
7,2024-11-08 17:32:00,20.10,Gift Card
10,2024-11-08 13:10:00,33.15,Credit
8,2024-11-08 15:23:00,45.75,Cash
6,2024-11-08 16:37:00,26.95,Cash
2,2024-11-08 09:50:00,21.40,Cash
1,2024-11-08 19:52:00,14.70,Cash
2,2024-11-08 19:53:00,36.90,Gift Card
10,2024-11-08 13:37:00,35.00,Cash
3,2024-11-08 09:43:00,23.15,Credit
10,2024-11-08 12:35:00,45.90,Credit
1,2024-11-08 13:54:00,28.50,Cash
5,2024-11-08 17:34:00,36.25,Gift Card
10,2024-11-08 16:40:00,32.50,Cash
6,2024-11-09 11:49:00,28.50,Gift Card
9,2024-11-09 12:59:00,37.40,Gift Card
4,2024-11-09 16:50:00,15.80,Gift Card
2,2024-11-09 17:13:00,33.85,Credit
1,2024-11-09 09:56:00,31.10,Credit
3,2024-11-09 11:24:00,39.40,Cash
7,2024-11-09 18:32:00,29.60,Gift Card
8,2024-11-09 10:24:00,42.40,Gift Card
7,2024-11-09 17:44:00,28.85,Gift Card
7,2024-11-09 19:14:00,35.00,Cash
5,2024-11-09 10:09:00,19.20,Gift Card
5,2024-11-09 19:02:00,40.30,Cash
7,2024-11-09 15:53:00,30.50,Credit
5,2024-11-09 13:17:00,52.60,Credit
10,2024-11-09 11:30:00,18.70,Cash
9,2024-11-09 17:28:00,24.30,Gift Card
9,2024-11-09 16:30:00,40.15,Gift Card
9,2024-11-09 08:31:00,33.10,Cash
5,2024-11-09 09:56:00,26.60,Cash
1,2024-11-09 13:37:00,30.95,Credit
5,2024-11-09 12:36:00,39.00,Cash
7,2024-11-09 11:53:00,29.25,Cash
6,2024-11-09 18:14:00,47.30,Gift Card
9,2024-11-09 15:23:00,22.55,Credit
1,2024-11-09 20:40:00,10.40,Credit
7,2024-11-09 17:00:00,28.75,Cash
4,2024-11-09 17:38:00,16.55,Gift Card
6,2024-11-09 14:06:00,46.40,Cash
6,2024-11-09 11:40:00,31.85,Credit
4,2024-11-09 11:56:00,15.60,Credit
5,2024-11-09 09:21:00,15.55,Cash
2,2024-11-09 12:26:00,36.75,Credit
10,2024-11-09 15:18:00,23.15,Cash
5,2024-11-09 08:33:00,54.30,Gift Card
2,2024-11-09 20:49:00,42.65,Gift Card
6,2024-11-09 09:36:00,37.30,Cash
5,2024-11-09 14:45:00,42.25,Cash
7,2024-11-09 14:04:00,31.50,Gift Card
4,2024-11-09 19:46:00,35.55,Gift Card
6,2024-11-09 10:14:00,44.85,Gift Card
10,2024-11-09 08:03:00,29.75,Cash
10,2024-11-09 14:54:00,39.80,Gift Card
3,2024-11-09 09:54:00,37.00,Gift Card
9,2024-11-09 19:43:00,31.10,Gift Card
10,2024-11-09 11:47:00,44.80,Cash
9,2024-11-09 10:10:00,39.55,Gift Card
6,2024-11-09 18:15:00,6.95,Cash
4,2024-11-09 14:58:00,37.65,Credit
5,2024-11-09 16:46:00,20.45,Cash
4,2024-11-09 09:44:00,34.55,Credit
9,2024-11-09 10:45:00,26.60,Gift Card
2,2024-11-09 19:30:00,29.10,Credit
4,2024-11-09 17:43:00,26.60,Credit
9,2024-11-09 11:27:00,40.00,Credit
1,2024-11-09 15:51:00,50.90,Credit
9,2024-11-09 10:57:00,42.50,Cash
6,2024-11-09 17:19:00,43.30,Gift Card
2,2024-11-09 18:02:00,39.80,Gift Card
9,2024-11-09 11:55:00,26.75,Gift Card
7,2024-11-09 10:29:00,39.40,Cash
9,2024-11-09 08:32:00,26.50,Credit
5,2024-11-09 15:41:00,37.00,Cash
7,2024-11-09 17:06:00,24.95,Gift Card
6,2024-11-09 18:38:00,34.90,Gift Card
